1d,7d
40491.0970999999,38556.9542999999
40685.7523999999,38792.5225999999
42369.7672,39626.5982
44623.663,41667.0999
46644.3001999999,42533.5837
47219.0455999999,44333.4286999999
47546.3956,45561.6918999999
47628.3331,45797.0268
48037.2834,45585.7267999999
48296.8758,45017.1066999999
48483.4233,45657.4029
48002.6043999999,46835.2202
49550.9187,47992.9746999999
47878.7496,47139.6514
46032.1394,45682.2917999999
46714.5353,44573.1551
44439.9046999999,45063.7246
42509.2091,44163.5726999999
41417.284,41753.6635
40363.5032999999,40626.0443999999
40974.1417,41137.9383
39745.2137,40247.9515
39435.1713999999,39599.2917999999
40000.9876999999,40256.4974
40271.0780999999,40775.2756999999
40829.5774999999,41030.7949
42558.5201,42575.7183999999
44686.8695,44353.7915999999
45612.4550999999,45785.6695
46139.2388999999,45672.8324999999
46142.4196999999,44608.3458
47009.2802999999,44839.6140999999
47260.1436,44717.716
47855.7212999999,45430.7156
48666.5564999999,46386.2154999999
48208.7195999999,45856.6109
49117.9015,45244.677
47771.3326,42562.4375
46170.9553999999,41183.3347999999
46801.5918,41456.8502
44909.6178,40835.3061999999
42595.1168,40351.8312999999
40937.4069,39432.055
40521.0921,38853.6437999999
40696.7840999999,39509.4708
38798.7209,39550.8556
38732.5173999999,38172.7906
38917.2091,38898.8776
39754.3998999999,39041.1235999999
39996.7102999999,39415.4346
42020.2928,40982.5728999999
43861.5469999999,42669.0662999999
45686.1109,43407.2555999999
45602.4005,42776.4872
44259.4205999999,43105.0812999999
44785.356,42473.1978999999
44384.1142,42435.1384
44954.2764,42459.3758
44556.9933,43063.7134
45205.1051999999,43116.2744
44876.4861999999,43643.3836999999
43403.1929999999,42579.3046
43175.838,41139.1382999999
43095.4406999999,42545.1618999999
43619.9767999999,42633.5886
41953.4123,41160.7709
41139.0595,39440.7753
40069.6901999999,39780.1500999999
40180.892,40734.1322
39411.9139,40348.2895999999
38053.0804999999,40386.3280999999
38508.1172999999,41413.8756999999
38923.5045,41433.6092999999
39123.1894,41571.8087
40829.5706999999,42898.8735
42683.6111999999,44510.739
43857.6788,46345.7801
42769.8974,46975.0998
43104.7713999999,46600.3479999999
42842.603,47643.2632999999
42538.8278999999,48288.9139
43270.982,47757.6057999999
43958.0281,48541.8439999999
43915.0472,48270.1711
44892.8606,48951.6704
44269.5720999999,47546.9562999999
43381.0556,47596.0919999999
44018.9219,46929.4542999999
44910.1799,45148.0285
43263.9487999999,42440.3173
41692.9732,41168.6581999999
41117.1607,41639.4254
41680.925,41305.5399
40689.3021999999,40098.2756999999
40648.2831999999,40179.1871
41106.8217,40567.3652999999
41235.1348,40920.9412
41759.3203999999,41177.2675999999
43656.3537,42904.9729999999
45594.1132999999,44471.6509999999
47765.0186,46349.1008999999
48280.2387999999,47336.8099999999
49246.7263,48274.9746999999
48758.2071999999,48604.9698999999
49314.2554,48505.2612999999
48686.8937999999,48373.6218
49128.1639,48812.2511
49100.5674999999,49570.8574
49100.0886,49712.644
47546.0317999999,48576.6129
46458.0337,46147.726
45400.6175,45604.3617
43625.0716,44504.3226999999
41640.097,42862.9986999999
41302.6664999999,41624.8594
40351.2813,40916.7802
40207.7768,41155.741
39737.2252999999,40311.7048999999
39531.9565999999,40000.7444
40182.6877,40584.3684999999
40573.1135999999,40919.944
40717.4257,41416.5512
42735.2307,43155.5186
44544.7816,44653.8295999999
46198.8092,46547.3931999999
47230.1354999999,47432.8485
48153.317,48443.998
48139.3211,49297.4490999999
48207.4996,49743.5645
47924.5668,48533.8401
48159.0564999999,48743.1033
49642.7513,49215.4538
49360.3571999999,48495.9418999999
47645.0993,48781.7707
47107.3758,46981.7393
46322.7226,45360.9369
45001.8254,44041.896
43130.1586,43775.1518999999
41781.1362999999,41436.4705
40716.9093999999,40325.6566
40747.5121,41157.7496
39571.0850999999,39761.1802
39122.1724,39353.4377
39469.8044,39877.7693999999
39915.7281,40491.0970999999
40212.8044999999,40685.7523999999
42438.0193,42369.7672
44409.445,44623.663
45840.2735,46644.3001999999
46942.3102999999,47219.0455999999
47603.8226999999,47546.3956
48147.6606,47628.3331
49094.4034,48037.2834
49308.1348999999,48296.8758
49147.5507,48483.4233
50426.0011999999,48002.6043999999
48874.6385,49550.9187
47862.7146999999,47878.7496
46959.9113999999,46032.1394
46836.8093999999,46714.5353
44292.4398,44439.9046999999
42654.5530999999,42509.2091
40566.3646,41417.284
40981.9812,40363.5032999999
40397.1057999999,40974.1417
39869.0832999999,39745.2137
39462.042,39435.1713999999
39975.2292,40000.9876999999
40254.2056,40271.0780999999
40693.8902999999,40829.5774999999
42638.8623,42558.5201
44743.4262999999,44686.8695
46079.7341,45612.4550999999
46881.9447,46139.2388999999
47952.228,46142.4196999999
47027.2476,47009.2802999999
47357.5700999999,47260.1436
47777.4541,47855.7212999999
48698.9006999999,48666.5564999999
49405.0293,48208.7195999999
48598.1834999999,49117.9015
47322.2156,47771.3326
47069.2088999999,46170.9553999999
46261.374,46801.5918
44297.1745999999,44909.6178
42372.7606999999,42595.1168
42093.8611,40937.4069
41224.0631999999,40521.0921
41229.116,40696.7840999999
40170.1169,38798.7209
39942.5475,38732.5173999999
40202.4832,38917.2091
40570.2267999999,39754.3998999999
41016.2857,39996.7102999999
42761.5872999999,42020.2928
44265.7198999999,43861.5469999999
45620.7441,45686.1109
46854.0512999999,45602.4005
47879.7027,44259.4205999999
48629.8496999999,44785.356
48070.9028,44384.1142
48458.4781,44954.2764
48409.8926999999,44556.9933
49415.184,45205.1051999999
48802.8824,44876.4861999999
48403.6233999999,43403.1929999999
47455.9626999999,43175.838
47258.1065,43095.4406999999
45659.0373,43619.9767999999
42788.8828999999,41953.4123
41047.6809999999,41139.0595
40884.1247,40069.6901999999
39977.3430999999,40180.892
39461.9144,39411.9139
39109.4381999999,38053.0804999999
39689.9839999999,38508.1172999999
40212.6258,38923.5045
40701.3545999999,39123.1894
42611.1903999999,40829.5706999999
44346.7267999999,42683.6111999999
46292.5702999999,43857.6788
46143.0112999999,42769.8974
45215.5149999999,43104.7713999999
45829.0235,42842.603
45739.9069999999,42538.8278999999
45708.0492,43270.982
47002.1806,43958.0281
47312.9795999999,43915.0472
46121.5115999999,44892.8606
44942.3406,44269.5720999999
42755.3087,43381.0556
42999.8439,44018.9219
43347.8845,44910.1799
41658.5933999999,43263.9487999999
40962.0826,41692.9732
40168.8475,41117.1607
40581.1428999999,41680.925
40237.5763999999,40689.3021999999
38315.5716,40648.2831999999
39129.6060999999,41106.8217
39603.491,41235.1348
39827.0072,41759.3203999999
41451.8401999999,43656.3537
42859.7094999999,45594.1132999999
43923.8776999999,47765.0186
44255.0546,48280.2387999999
43575.7234,49246.7263
43439.2145,48758.2071999999
42975.8657,49314.2554
42736.0602,48686.8937999999
43156.3482999999,49128.1639
43830.3637999999,49100.5674999999
43412.4286999999,49100.0886
43614.747,47546.0317999999
42635.7667999999,46458.0337
43268.8012,45400.6175
44623.5227,43625.0716
42390.7663,41640.097
41287.7447,41302.6664999999
40557.3409,40351.2813
41299.6171,40207.7768
40627.9614,39737.2252999999
40175.8929999999,39531.9565999999
41043.4479999999,40182.6877
41308.2877999999,40573.1135999999
41560.4145999999,40717.4257
43380.2422999999,42735.2307
45052.0754999999,44544.7816
46423.8056,46198.8092
47889.4006999999,47230.1354999999
49013.699,48153.317
48236.5095,48139.3211
48808.0293999999,48207.4996
49183.0893999999,47924.5668
50442.4653,48159.0564999999
50942.908,49642.7513
50435.4925999999,49360.3571999999
49205.2528999999,47645.0993
47995.6479,47107.3758
46510.7248,46322.7226
44755.0179999999,45001.8254
42541.1528,43130.1586
41312.8600999999,41781.1362999999
40666.1397,40716.9093999999
40525.2422,40747.5121
39425.8709,39571.0850999999
39330.0952,39122.1724
39874.2906,39469.8044
39901.0616,39915.7281
40504.8321,40212.8044999999
42469.917,42438.0193
44234.0115,44409.445
45550.3664999999,45840.2735
47806.6570999999,46942.3102999999
47951.7624999999,47603.8226999999
47354.4916,48147.6606
48006.2419999999,49094.4034
47634.7920999999,49308.1348999999
48419.1776,49147.5507
49774.0748,50426.0011999999
49201.3426,48874.6385
47625.6399,47862.7146999999
47204.2099999999,46959.9113999999
46442.4723,46836.8093999999
44651.6589,44292.4398
43003.3706999999,42654.5530999999
41529.5109999999,40566.3646
40922.6615999999,40981.9812
40478.7378,40397.1057999999
39084.6457,39869.0832999999
39033.2528,39462.042
39464.5239,39975.2292
39604.5907999999,40254.2056
40330.3887,40693.8902999999
42443.478,42638.8623
44412.499,44743.4262999999
46000.0164,46079.7341
47611.5757,46881.9447
48294.2935999999,47952.228
47664.5895999999,47027.2476
48136.4202,47357.5700999999
47820.9412999999,47777.4541
49150.3450999999,48698.9006999999
49015.464,49405.0293
49350.1232,48598.1834999999
48430.5599999999,47322.2156
47155.3300999999,47069.2088999999
46096.6621999999,46261.374
45242.4175,44297.1745999999
42426.1515999999,42372.7606999999
41093.7027,42093.8611
40730.6005999999,41224.0631999999
40590.8965,41229.116
39536.2468,40170.1169
39521.284,39942.5475
40238.1189999999,40202.4832
40724.1212,40570.2267999999
40744.769,41016.2857
42540.2431999999,42761.5872999999
44661.7451999999,44265.7198999999
46127.5818999999,45620.7441
47408.1558999999,46854.0512999999
48202.8609,47879.7027
49004.6520999999,48629.8496999999
49348.2925,48070.9028
49338.5680999999,48458.4781
50038.9329,48409.8926999999
50246.5942999999,49415.184
49581.8821,48802.8824
48571.0046999999,48403.6233999999
47778.9190999999,47455.9626999999
46492.9093999999,47258.1065
44750.8171999999,45659.0373
42973.536,42788.8828999999
41478.2298999999,41047.6809999999
41040.6912,40884.1247
40562.3119999999,39977.3430999999
38898.9642,39461.9144
36410.3943999999,39109.4381999999
36942.6624,39689.9839999999
37119.5285,40212.6258
37565.9921,40701.3545999999
39521.0625999999,42611.1903999999
41588.8216,44346.7267999999
43904.1400999999,46292.5702999999
46926.8645,46143.0112999999
47155.2154,45215.5149999999
47073.7629999999,45829.0235
47529.3876999999,45739.9069999999
47082.3776,45708.0492
47614.2557999999,47002.1806
48150.7972,47312.9795999999
48464.3867,46121.5115999999
48116.0739,44942.3406
45474.9700999999,42755.3087
46148.8583,42999.8439
45421.9971999999,43347.8845
42091.7563999999,41658.5933999999
40424.7465999999,40962.0826
39579.764,40168.8475
38622.5932,40581.1428999999
36400.7857999999,40237.5763999999
36196.7445,38315.5716
36340.2324,39129.6060999999
36987.7796,39603.491
37263.1054,39827.0072
39163.3772,41451.8401999999
41345.362,42859.7094999999
44012.6868,43923.8776999999
44386.2013999999,44255.0546
43167.8982,43575.7234
43898.2879,43439.2145
44654.0317,42975.8657
44876.5717,42736.0602
44982.2857999999,43156.3482999999
46545.8352,43830.3637999999
45516.8321,43412.4286999999
45611.5028,43614.747
43877.3897,42635.7667999999
44671.2807,43268.8012
44241.1501999999,44623.5227
42752.3367999999,42390.7663
40556.0987,41287.7447
38880.0472,40557.3409
37961.5797,41299.6171
36681.1413,40627.9614
35459.2693,40175.8929999999
35847.7117999999,41043.4479999999
36003.9277,41308.2877999999
36285.2506999999,41560.4145999999
38228.9311,43380.2422999999
40368.5731,45052.0754999999
42246.1860999999,46423.8056
41603.966,47889.4006999999
41571.3009999999,49013.699
42420.6615999999,48236.5095
42408.3329,48808.0293999999
42165.2342999999,49183.0893999999
43076.1754,50442.4653
44711.5026999999,50942.908
45032.4424,50435.4925999999
44124.3517999999,49205.2528999999
42599.6990999999,47995.6479
43984.3334,46510.7248
44193.2704,44755.0179999999
42394.3059999999,42541.1528
40164.7431999999,41312.8600999999
39499.8355,40666.1397
39797.7733999999,40525.2422
36660.3081999999,39425.8709
36321.9023,39330.0952
37060.4910999999,39874.2906
37443.3596,39901.0616
37860.6788999999,40504.8321
39568.4109,42469.917
42163.1299999999,44234.0115
44682.4371,45550.3664999999
47039.4953,47806.6570999999
46827.7539,47951.7624999999
46430.3364999999,47354.4916
46124.7082999999,48006.2419999999
46957.4784,47634.7920999999
46975.9486,48419.1776
47244.2077999999,49774.0748
48278.3617999999,49201.3426
46661.2773999999,47625.6399
45624.5734999999,47204.2099999999
45702.1214,46442.4723
44308.4697,44651.6589
41477.9896999999,43003.3706999999
39886.9914999999,41529.5109999999
38393.3350999999,40922.6615999999
37738.3548,40478.7378
36288.4199999999,39084.6457
35933.1247999999,39033.2528
36416.9127,39464.5239
36425.2598,39604.5907999999
36956.3813,40330.3887
39036.4337,42443.478
41305.2997,44412.499
43847.2618999999,46000.0164
46770.4740999999,47611.5757
46014.3029,48294.2935999999
45863.086,47664.5895999999
46687.8842999999,48136.4202
46461.3228999999,47820.9412999999
47477.646,49150.3450999999
48602.2024,49015.464
48152.3687999999,49350.1232
46911.1546999999,48430.5599999999
45597.5755999999,47155.3300999999
46949.9798999999,46096.6621999999
46419.1465,45242.4175
42956.9018999999,42426.1515999999
41496.9259999999,41093.7027
40043.4513,40730.6005999999
39488.144,40590.8965
37456.8205,39536.2468
37506.5979,39521.284
37223.1748,40238.1189999999
37145.5589,40724.1212
37493.2419,40744.769
39126.3748,42540.2431999999
41274.0789,44661.7451999999
43813.7159,46127.5818999999
45829.9916,47408.1558999999
46616.1677,48202.8609
47133.9356,49004.6520999999
47955.6043,49348.2925
46542.8402,49338.5680999999
47316.48,50038.9329
48908.7639,50246.5942999999
49531.7352,49581.8821
48211.4038,48571.0046999999
46802.7372,47778.9190999999
46584.4417,46492.9093999999
45027.601,44750.8171999999
42590.4577,42973.536
40307.3161,41478.2298999999
39414.8152,41040.6912
39363.4249,40562.3119999999
37093.7454,38898.9642
37381.9469,36410.3943999999
36921.7441,36942.6624
37051.3824,37119.5285
37108.4375,37565.9921
38575.496,39521.0625999999
41092.2167,41588.8216
43662.1103,43904.1400999999
45623.819,46926.8645
46021.1025,47155.2154
45761.2662,47073.7629999999
46955.9814,47529.3876999999
46706.343,47082.3776
47122.7002,47614.2557999999
48249.4281,48150.7972
48426.8873,48464.3867
47963.1034,48116.0739
47820.0928,45474.9700999999
46987.5398,46148.8583
44806.0391,45421.9971999999
42141.3181,42091.7563999999
40091.1713,40424.7465999999
38868.2503,39579.764
39051.4891,38622.5932
36771.1176,36400.7857999999
36849.4902,36196.7445
35444.2275,36340.2324
36013.7945,36987.7796
36444.8364,37263.1054
38386.2799,39163.3772
40530.6646,41345.362
42415.1093,44012.6868
45009.8828,44386.2013999999
45085.6967,43167.8982
45816.326,43898.2879
46420.0147,44654.0317
46912.5193,44876.5717
48440.1934,44982.2857999999
49240.0478,46545.8352
49407.8878,45516.8321
48014.8955,45611.5028
47061.4127,43877.3897
47807.4352,44671.2807
45709.3041,44241.1501999999
43106.7662,42752.3367999999
40858.3927,40556.0987
39695.8363,38880.0472
39285.2481,37961.5797
36863.9619,36681.1413
37079.7903,35459.2693
37226.4358,35847.7117999999
37477.0302,36003.9277
37665.3285,36285.2506999999
39346.0966,38228.9311
41300.9054,40368.5731
43490.5318,42246.1860999999
42577.9973,41603.966
41546.3999,41571.3009999999
41420.149,42420.6615999999
41390.1168,42408.3329
41192.9274,42165.2342999999
39667.5344,43076.1754
39695.5255,44711.5026999999
39677.9069,45032.4424
38746.1303,44124.3517999999
37576.5423,42599.6990999999
37786.6974,43984.3334
37833.8702,44193.2704
36163.4657,42394.3059999999
34851.1294,40164.7431999999
34311.9453,39499.8355
34358.7951,39797.7733999999
31871.6191,36660.3081999999
31040.8196,36321.9023
31335.812,37060.4910999999
31752.397,37443.3596
31988.8734,37860.6788999999
33547.1382,39568.4109
35683.328,42163.1299999999
38064.6398,44682.4371
38021.4132,47039.4953
37373.107,46827.7539
38062.9704,46430.3364999999
38559.8489,46124.7082999999
38535.4511,46957.4784
38175.4258,46975.9486
38452.5025,47244.2077999999
38822.9113,48278.3617999999
38003.3553,46661.2773999999
38097.4133,45624.5734999999
37813.7426,45702.1214
38378.5087,44308.4697
36312.0628,41477.9896999999
34269.8638,39886.9914999999
34628.9287,38393.3350999999
35455.0118,37738.3548
33159.8421,36288.4199999999
32926.2067,35933.1247999999
33222.6373,36416.9127
33498.8756,36425.2598
33789.8022,36956.3813
35418.8392,39036.4337
37895.0498,41305.2997
40801.4938,43847.2618999999
42804.5386,46770.4740999999
42699.1183,46014.3029
43192.9639,45863.086
43587.0944,46687.8842999999
42855.2789,46461.3228999999
42677.7157,47477.646
43279.8063,48602.2024
43895.8406,48152.3687999999
42285.3851,46911.1546999999
41454.5796,45597.5755999999
41000.0259,46949.9798999999
40172.7774,46419.1465
36772.1607,42956.9018999999
35116.6764,41496.9259999999
35021.8887,40043.4513
34591.1186,39488.144
32963.8514,37456.8205
32987.5909,37506.5979
33501.2904,37223.1748
33910.4641,37145.5589
34173.4808,37493.2419
35810.7965,39126.3748
37758.2227,41274.0789
39729.465,43813.7159
42490.1313,45829.9916
41792.3186,46616.1677
42208.1741,47133.9356
43283.2687,47955.6043
42894.0838,46542.8402
42174.6133,47316.48
43349.2757,48908.7639
42782.618,49531.7352
41761.4794,48211.4038
40720.4054,46802.7372
41086.5776,46584.4417
39042.0027,45027.601
36634.5189,42590.4577
34859.6793,40307.3161
34407.8854,39414.8152
34952.2347,39363.4249
32660.0491,37093.7454
32619.3786,37381.9469
33043.2382,36921.7441
33133.9777,37051.3824
33694.7058,37108.4375
35221.7209,38575.496
37910.7534,41092.2167
40462.9603,43662.1103
42894.0521,45623.819
42376.6595,46021.1025
42771.9716,45761.2662
43394.6837,46955.9814
41955.5772,46706.343
42740.292,47122.7002
42551.6742,48249.4281
43073.2838,48426.8873
41315.9484,47963.1034
40435.4807,47820.0928
41116.2255,46987.5398
38930.1126,44806.0391
35803.5772,42141.3181
34775.4768,40091.1713
34612.0683,38868.2503
35121.8317,39051.4891
33076.9855,36771.1176
32770.4108,36849.4902
33323.1729,35444.2275
33459.8241,36013.7945
33854.345,36444.8364
35394.6573,38386.2799
37622.3403,40530.6646
39957.7225,42415.1093
42055.021,45009.8828
42352.5634,45085.6967
42756.7903,45816.326
42690.9186,46420.0147
42000.191,46912.5193
42000.6161,48440.1934
41995.0611,49240.0478
42697.4606,49407.8878
41962.4495,48014.8955
40694.9541,47061.4127
40803.5708,47807.4352
38537.4831,45709.3041
34983.9972,43106.7662
35208.8416,40858.3927
34140.4167,39695.8363
34394.4634,39285.2481
32158.7364,36863.9619
32083.2576,37079.7903
32622.1473,37226.4358
32729.0835,37477.0302
33286.0897,37665.3285
34859.6907,39346.0966
37239.8472,41300.9054
39243.9591,43490.5318
40945.0553,42577.9973
41546.6365,41546.3999
41347.3642,41420.149
41410.56,41390.1168
41253.3078,41192.9274
40973.6485,39667.5344
41610.9977,39695.5255
42512.7057,39677.9069
41278.2433,38746.1303
39482.1588,37576.5423
39214.9934,37786.6974
39707.2952,37833.8702
34940.8853,36163.4657
33723.7392,34851.1294
33524.8467,34311.9453
33651.2563,34358.7951
31901.5708,31871.6191
31924.6189,31040.8196
32484.2618,31335.812
33015.7779,31752.397
33523.5899,31988.8734
35573.985,33547.1382
37720.8127,35683.328
40454.019,38064.6398
41124.3824,38021.4132
40558.6147,37373.107
42023.4475,38062.9704
41684.3911,38559.8489
40962.1266,38535.4511
39960.6123,38175.4258
40143.1865,38452.5025
40253.0423,38822.9113
39302.0413,38003.3553
38210.4586,38097.4133
38040.9332,37813.7426
37939.0747,38378.5087
37019.1863,36312.0628
34888.4598,34269.8638
34695.7142,34628.9287
34628.7198,35455.0118
33654.1057,33159.8421
32532.7698,32926.2067
32957.5004,33222.6373
33174.4075,33498.8756
33768.0156,33789.8022
35739.6358,35418.8392
37598.1151,37895.0498
39539.1398,40801.4938
39992.7231,42804.5386
39130.2717,42699.1183
39178.6801,43192.9639
39604.0522,43587.0944
40044.2186,42855.2789
39771.8939,42677.7157
39400.6476,43279.8063
38683.5451,43895.8406
38424.179,42285.3851
38005.2553,41454.5796
38173.8948,41000.0259
38499.9029,40172.7774
36878.9489,36772.1607
35307.5028,35116.6764
34912.2791,35021.8887
35659.997,34591.1186
33764.8642,32963.8514
37151.1093,32987.5909
37784.5016,33501.2904
37841.8941,33910.4641
38092.4717,34173.4808
39761.1024,35810.7965
41519.8872,37758.2227
43357.4942,39729.465
45801.6885,42490.1313
48262.7123,41792.3186
48297.6711,42208.1741
49621.6889,43283.2687
48823.2829,42894.0838
48073.0667,42174.6133
48453.4768,43349.2757
48711.2607,42782.618
48394.3375,41761.4794
46958.7221,40720.4054
45533.4496,41086.5776
42010.051,39042.0027
39367.631,36634.5189
37998.0422,34859.6793
36931.4126,34407.8854
37680.099,34952.2347
37054.5967,32660.0491
37313.3179,32619.3786
37672.8908,33043.2382
37935.1507,33133.9777
38817.1388,33694.7058
40673.0833,35221.7209
42680.0868,37910.7534
44086.3896,40462.9603
46229.5305,42894.0521
48643.23,42376.6595
48596.7483,42771.9716
49286.8465,43394.6837
48448.9202,41955.5772
48175.1413,42740.292
48273.477,42551.6742
48157.8425,43073.2838
47419.0533,41315.9484
46961.09,40435.4807
45849.022,41116.2255
41936.5539,38930.1126
38802.0974,35803.5772
37654.211,34775.4768
37166.5245,34612.0683
38123.6519,35121.8317
36754.9103,33076.9855
36955.5124,32770.4108
36810.3477,33323.1729
37054.6243,33459.8241
37780.89,33854.345
40336.64,35394.6573
42233.1223,37622.3403
43750.4618,39957.7225
43612.3192,42055.021
43474.9674,42352.5634
42773.8674,42756.7903
43417.9156,42690.9186
42064.7077,42000.191
41620.8677,42000.6161
41540.1824,41995.0611
42325.3962,42697.4606
40618.4155,41962.4495
39636.7557,40694.9541
39792.6887,40803.5708
38916.0782,38537.4831
36907.3825,34983.9972
35879.7484,35208.8416
37029.3675,34140.4167
37513.6387,34394.4634
36719.7161,32158.7364
36617.0162,32083.2576
37453.3943,32622.1473
37956.0883,32729.0835
38460.5232,33286.0897
40488.6233,34859.6907
42333.7377,37239.8472
44062.3807,39243.9591
46356.0547,40945.0553
48134.3055,41546.6365
48196.5459,41347.3642
48909.8397,41410.56
48249.1608,41253.3078
47475.0441,40973.6485
49267.769,41610.9977
50693.6994,42512.7057
48577.2295,41278.2433
46604.1218,39482.1588
44594.7664,39214.9934
39846.2108,39707.2952
37724.3404,34940.8853
36769.727,33723.7392
36492.9624,33524.8467
37134.7886,33651.2563
36137.8836,31901.5708
36143.9014,31924.6189
36946.1902,32484.2618
37288.2702,33015.7779
37856.0969,33523.5899
40138.343,35573.985
41562.0813,37720.8127
43323.2529,40454.019
45660.9456,41124.3824
47753.7775,40558.6147
47665.3381,42023.4475
49290.3048,41684.3911
47231.7186,40962.1266
47065.2152,39960.6123
48676.5608,40143.1865
48686.3973,40253.0423
47427.5233,39302.0413
44275.6235,38210.4586
43358.7795,38040.9332
41023.4879,37939.0747
37729.0536,37019.1863
36065.8307,34888.4598
36817.0906,34695.7142
37542.1099,34628.7198
35609.1346,33654.1057
35746.7257,32532.7698
36510.809,32957.5004
37342.839,33174.4075
37597.6277,33768.0156
39750.0083,35739.6358
41371.8778,37598.1151
42947.1986,39539.1398
43348.0021,39992.7231
42159.3961,39130.2717
42603.6712,39178.6801
42133.4241,39604.0522
40990.3406,40044.2186
40372.9469,39771.8939
40736.5049,39400.6476
39859.8259,38683.5451
39144.8822,38424.179
37511.7161,38005.2553
37451.5444,38173.8948
37343.558,38499.9029
36349.041,36878.9489
35795.9777,35307.5028
35166.9649,34912.2791
36537.5422,35659.997
35901.087,33764.8642
34850.384,37151.1093
35690.3862,37784.5016
36411.7367,37841.8941
36844.2293,38092.4717
38778.8417,39761.1024
40383.1078,41519.8872
41657.0257,43357.4942
41663.8414,45801.6885
41084.2249,48262.7123
40778.9355,48297.6711
40879.0193,49621.6889
40193.6365,48823.2829
39581.3407,48073.0667
41028.4069,48453.4768
42080.0063,48711.2607
40580.6767,48394.3375
39655.9955,46958.7221
39712.2897,45533.4496
39398.0522,42010.051
38074.5017,39367.631
36677.5683,37998.0422
36995.4628,36931.4126
38079.3499,37680.099
36348.2812,37054.5967
36314.7627,37313.3179
37123.7924,37672.8908
37441.799,37935.1507
37826.4311,38817.1388
39647.4174,40673.0833
41481.1562,42680.0868
43648.6321,44086.3896
45894.8733,46229.5305
49001.0161,48643.23
49964.3648,48596.7483
50145.1676,49286.8465
49313.7145,48448.9202
48753.1024,48175.1413
48999.4934,48273.477
48549.7952,48157.8425
48309.7822,47419.0533
47797.5372,46961.09
46608.504,45849.022
42064.971,41936.5539
39035.2471,38802.0974
37882.1664,37654.211
37173.161,37166.5245
37476.6461,38123.6519
36497.8962,36754.9103
36427.9277,36955.5124
40529.5999,36810.3477
40516.4122,37054.6243
40537.1025,37780.89
41287.4045,40336.64
42643.0971,42233.1223
44589.6903,43750.4618
46546.8407,43612.3192
48171.7356,43474.9674
48427.3711,42773.8674
49042.1316,43417.9156
48130.2988,42064.7077
48147.9629,41620.8677
49012.6755,41540.1824
49362.6195,42325.3962
46955.528,40618.4155
45994.7875,39636.7557
44961.1733,39792.6887
41513.7319,38916.0782
38621.9482,36907.3825
37871.3011,35879.7484
37031.5114,37029.3675
37635.3985,37513.6387
36423.697,36719.7161
36253.9731,36617.0162
37213.8065,37453.3943
37608.4567,37956.0883
38295.5339,38460.5232
40682.2244,40488.6233
41965.6669,42333.7377
44180.5009,44062.3807
47351.2768,46356.0547
48396.7587,48134.3055
48455.809,48196.5459
49091.0768,48909.8397
47553.2599,48249.1608
48010.3685,47475.0441
48740.2903,49267.769
48234.9349,50693.6994
47059.6897,48577.2295
46324.95,46604.1218
43948.0093,44594.7664
39094.4878,39846.2108
36029.1826,37724.3404
36185.0377,36769.727
36224.9304,36492.9624
36141.0984,37134.7886
36726.003,36137.8836
36512.7733,36143.9014
37239.1604,36946.1902
37897.3834,37288.2702
38352.863,37856.0969
40205.5229,40138.343
40650.7254,41562.0813
41518.2737,43323.2529
44321.1192,45660.9456
46113.9954,47753.7775
45758.926,47665.3381
45700.899,49290.3048
44454.8452,47231.7186
44010.4896,47065.2152
43758.019,48676.5608
44146.5158,48686.3973
43422.2684,47427.5233
42810.2968,44275.6235
41001.0407,43358.7795
36512.9113,41023.4879
35940.5068,37729.0536
35877.9756,36065.8307
35771.8505,36817.0906
36178.0622,37542.1099
36453.1232,35609.1346
36691.331,35746.7257
36937.9672,36510.809
37215.308,37342.839
37537.862,37597.6277
38112.8211,39750.0083
40082.9429,41371.8778
41665.9811,42947.1986
45384.3124,43348.0021
47352.9584,42159.3961
47500.2375,42603.6712
48015.391,42133.4241
47531.4203,40990.3406
49252.2749,40372.9469
49281.3634,40736.5049
49291.4316,39859.8259
48384.3251,39144.8822
46749.2777,37511.7161
46100.2574,37451.5444
41159.2589,37343.558
39638.5383,36349.041
38669.3679,35795.9777
38074.095,35166.9649
36775.7712,36537.5422
36060.6301,35901.087
36007.0878,34850.384
36524.7236,35690.3862
37050.283,36411.7367
37224.8648,36844.2293
37770.0676,38778.8417
39640.3872,40383.1078
41914.771,41657.0257
42973.5227,41663.8414
42949.2379,41084.2249
43003.3794,40778.9355
42808.5679,40879.0193
42486.0094,40193.6365
41967.146,39581.3407
41860.0929,41028.4069
41263.3176,42080.0063
40333.8187,40580.6767
38675.523,39655.9955
38678.8299,39712.2897
38724.7095,39398.0522
37741.4094,38074.5017
36408.9911,36677.5683
35746.6932,36995.4628
36230.5522,38079.3499
35921.3636,36348.2812
35070.6033,36314.7627
35260.5302,37123.7924
38150.1256,37441.799
38337.8589,37826.4311
39253.0245,39647.4174
40318.5942,41481.1562
41456.6751,43648.6321
41798.2062,45894.8733
41559.2227,49001.0161
41367.9701,49964.3648
40658.3122,50145.1676
39482.6436,49313.7145
39271.8741,48753.1024
38395.3494,48999.4934
38309.3916,48549.7952
38445.6224,48309.7822
37109.7738,47797.5372
37561.1126,46608.504
39193.0503,42064.971
37332.9605,39035.2471
36456.6154,37882.1664
36295.591,37173.161
37064.9106,37476.6461
