역이름,역지역,위도,경도,호선
흑석,수도권,37.50916547,126.963445,9호선
동작,수도권,37.50297056,126.980299,9호선
구반포,수도권,37.50142181,126.9874468,9호선
신반포,수도권,37.50349472,126.9960643,9호선
고속터미널,수도권,37.50453984,127.0051346,9호선
사평,수도권,37.50423263,127.015268,9호선
신논현,수도권,37.50480751,127.0254694,9호선
석촌고분,수도권,37.50246428,127.0964912,9호선
석촌,수도권,37.50541053,127.1069905,9호선
송파나루,수도권,37.51100951,127.1126538,9호선
한성백제,수도권,37.51651998,127.1164401,9호선
올림픽공원,수도권,37.51632457,127.1309637,9호선
둔촌오륜,수도권,37.51939724,127.1386385,9호선
중앙보훈병원,수도권,37.52839539,127.1484071,9호선
마곡나루,수도권,37.56670899,126.8274074,공항철도
김포공항,수도권,37.56194774,126.8019069,공항철도
계양,수도권,37.57176634,126.7362714,공항철도
검암,수도권,37.56924921,126.6736388,공항철도
정자,수도권,37.3661666,127.1080794,신분당선
미금,수도권,37.3500734,127.1090044,신분당선
동천,수도권,37.33782491,127.1028478,신분당선
수지구청,수도권,37.32247817,127.0946585,신분당선
성복,수도권,37.31351444,127.0803656,신분당선
상현,수도권,37.29782538,127.069341,신분당선
광교중앙,수도권,37.28837349,127.0517173,신분당선
새말,수도권,37.74883428,127.0637459,의정부경전철
경기도청북부청사,수도권,37.75075784,127.0715997,의정부경전철
곤제,수도권,37.75053356,127.0838088,의정부경전철
가양,수도권,37.56142949,126.8544022,9호선
선정릉,수도권,37.51092904,127.0436137,9호선
삼성중앙,수도권,37.51296146,127.0530256,9호선
봉은사,수도권,37.51423744,127.0602203,9호선
종합운동장,수도권,37.51113026,127.0738359,9호선
삼전,수도권,37.5045437,127.0873557,9호선
서울역,수도권,37.55331631,126.9697383,공항철도
공덕,수도권,37.54453447,126.9514331,공항철도
홍대입구,수도권,37.55686353,126.923765,공항철도
디지털미디어시티,수도권,37.57600202,126.9012631,공항철도
청라국제도시,수도권,37.55645368,126.6246449,공항철도
운서,수도권,37.49280526,126.4937254,공항철도
양재시민의숲,수도권,37.47011519,127.0384578,신분당선
판교,수도권,37.39476222,127.1111922,신분당선
광교,수도권,37.30210833,127.0442598,신분당선
회룡,수도권,37.72379508,127.0472772,의정부경전철
범골,수도권,37.72878786,127.0436504,의정부경전철
경전철의정부,수도권,37.73725711,127.0432923,의정부경전철
의정부시청,수도권,37.73922403,127.0348299,의정부경전철
흥선,수도권,37.74327768,127.0371691,의정부경전철
의정부중앙,수도권,37.7436695,127.0496498,의정부경전철
공항화물청사,수도권,37.45905522,126.4774964,공항철도
인천공항1터미널,수도권,37.44751771,126.452579,공항철도
인천공항2터미널,수도권,37.46878217,126.4336365,공항철도
영종,수도권,37.51201816,126.5249715,공항철도
강남,수도권,37.49808544,127.0279777,신분당선
양재,수도권,37.48456871,127.034146,신분당선
강남대,수도권,37.27017075,127.1260489,용인경전철
지석,수도권,37.26972649,127.1366461,용인경전철
어정,수도권,37.27494413,127.1437363,용인경전철
동백,수도권,37.26909419,127.152677,용인경전철
초당,수도권,37.26079569,127.1594467,용인경전철
시청.용인대,수도권,37.23943123,127.1788761,용인경전철
명지대,수도권,37.23806189,127.1902777,용인경전철
김량장,수도권,37.23730938,127.1985928,용인경전철
운동장.송담대,수도권,37.23790397,127.2091202,용인경전철
고진,수도권,37.24463476,127.2141656,용인경전철
보평,수도권,37.25904358,127.2184675,용인경전철
둔전,수도권,37.26719783,127.2136206,용인경전철
발곡,수도권,37.72714428,127.052951,의정부경전철
송산,수도권,37.73726885,127.0871973,의정부경전철
탑석,수도권,37.73348351,127.0888945,의정부경전철
북한산우이,수도권,37.66298795,127.012739,우이신설경전철
솔밭공원,수도권,37.65597826,127.0132591,우이신설경전철
4.19민주묘지,수도권,37.64952717,127.0136886,우이신설경전철
가오리,수도권,37.64163416,127.016769,우이신설경전철
삼양사거리,수도권,37.62130733,127.0204798,우이신설경전철
솔샘,수도권,37.62024516,127.0135699,우이신설경전철
북한산보국문,수도권,37.61211873,127.0082453,우이신설경전철
정릉,수도권,37.6026038,127.0135214,우이신설경전철
성신여대입구,수도권,37.59296272,127.0171204,우이신설경전철
보문,수도권,37.58553809,127.0199945,우이신설경전철
오리,수도권,37.33981974,127.1089444,분당선
간석오거리,수도권,37.46707543,126.707905,인천선
종로3가,수도권,37.57042084,126.9921442,1호선
종로5가,수도권,37.57096169,127.0015395,1호선
동대문,수도권,37.571664,127.010618,1호선
신설동,수도권,37.57602276,127.0244522,1호선
제기동,수도권,37.57816449,127.0349359,1호선
청량리,수도권,37.58071852,127.0484998,1호선
동묘앞,수도권,37.57321306,127.0163461,1호선
대곡,수도권,37.63168113,126.810921,경의선
충무로,수도권,37.56139298,126.9941372,3호선
죽전,수도권,37.32437739,127.1075005,분당선
청계산입구,수도권,37.44834032,127.0547203,신분당선
신설동,수도권,37.57602276,127.0244522,우이신설경전철
소사,수도권,37.48279309,126.7956262,서해선
소새울,수도권,37.46850593,126.7972703,서해선
시흥대야,수도권,37.45009985,126.7929802,서해선
신천,수도권,37.43924062,126.7867727,서해선
신현,수도권,37.40956305,126.7878282,서해선
시흥시청,수도권,37.38155438,126.8059278,서해선
시흥능곡,수도권,37.36993571,126.8087123,서해선
달미,수도권,37.34878072,126.809398,서해선
선부,수도권,37.33440122,126.809976,서해선
초지,수도권,37.32066297,126.8059491,서해선
원곡,수도권,37.31314918,126.7957254,서해선
원시,수도권,37.30260931,126.7867755,서해선
양촌,수도권,37.64172689,126.6146761,김포골드
구래,수도권,37.64526526,126.6279376,김포골드
마산,수도권,35.2362021,128.5771687,김포골드
장기,수도권,37.64405437,126.6690741,김포골드
운양,수도권,37.65377136,126.6838309,김포골드
걸포북변,수도권,37.63162799,126.7057894,김포골드
사우,수도권,37.62000485,126.7204244,김포골드
풍무,수도권,37.61266242,126.7323442,김포골드
고촌,수도권,37.6012098,126.7703214,김포골드
김포공항,수도권,37.56194774,126.8019069,김포골드
서초,수도권,37.49183552,127.007644,2호선
이매,수도권,37.39470993,127.1272961,경강선
소요산,수도권,37.94888318,127.0611195,1호선
남동구청,수도권,37.44816748,126.7365477,인천2호선
왕십리,수도권,37.56126116,127.0370785,2호선
판교,수도권,37.39476222,127.1111922,경강선
신포,수도권,37.46844368,126.6245202,수인선
신내,수도권,37.61248742,127.1042669,6호선
상왕십리,수도권,37.56443486,127.0292701,2호선
삼가,수도권,37.24204192,127.1681754,용인경전철
한남,수도권,37.52942532,127.0091865,경의선
지제,수도권,37.01876739,127.0698282,1호선
전대.에버랜드,수도권,37.28546037,127.2193783,용인경전철
대림,수도권,37.49330273,126.8949265,2호선
아시아드경기장,수도권,37.55131091,126.6770894,인천2호선
신설동,수도권,37.57602276,127.0244522,2호선
도림천,수도권,37.51450082,126.8826355,2호선
양천구청,수도권,37.51237445,126.8657179,2호선
용두,수도권,37.57405492,127.0382621,2호선
중랑,수도권,37.5948318,127.0756623,경춘선
기흥,수도권,37.27544207,127.1170374,분당선
검단오류,수도권,37.59493622,126.6278939,인천2호선
용산,수도권,37.53006915,126.964815,경의선
수원,수도권,37.2657867,127.0000902,분당선
화정,수도권,37.63463316,126.8326658,3호선
언주,수도권,37.50732819,127.0339528,9호선
기흥,수도권,37.27544207,127.1170374,용인경전철
서울역,수도권,37.55331631,126.9697383,1호선
시청,수도권,37.56533728,126.9771812,1호선
종각,수도권,37.57022168,126.9831338,1호선
화계,수도권,37.6340838,127.0174924,우이신설경전철
삼양,수도권,37.62691185,127.0181477,우이신설경전철
회기,수도권,37.5897782,127.0580393,경의선
가좌,수도권,37.56875056,126.9148106,경의선
괴정,부산,35.0999289,128.9924695,1호선
교대,부산,35.19578391,129.079977,1호선
구서,부산,35.24727886,129.0912882,1호선
남산,부산,35.26519224,129.0924079,1호선
남포,부산,35.09789314,129.0347233,1호선
낫개,부산,35.06533499,128.979659,1호선
노포,부산,35.28383668,129.0950197,1호선
다대포항,부산,35.0576669,128.9712978,1호선
다대포해수욕장,부산,35.04814999,128.9657651,1호선
당리,부산,35.10355244,128.9736963,1호선
대티,부산,35.10315826,128.9999391,1호선
동대신,부산,35.11032516,129.0177269,1호선
동래,부산,35.20561432,129.078471,1호선
동매,부산,35.08974919,128.9735171,1호선
두실,부산,35.25700993,129.0913625,1호선
명륜,부산,35.21256808,129.0797025,1호선
범내골,부산,35.14731367,129.0592349,1호선
범어사,부산,35.27306434,129.0926323,1호선
범일,부산,35.14078756,129.0593338,1호선
부산,부산,35.11510135,129.0414025,1호선
부산대,부산,35.22964889,129.0894078,1호선
부산진,부산,35.1287873,129.0495761,1호선
부전,부산,35.16463714,129.0601107,1호선
사하,부산,35.09975347,128.9833859,1호선
서대신,부산,35.11090492,129.0121261,1호선
서면,부산,35.15792855,129.0592831,1호선
시청,부산,35.17967587,129.076559,1호선
신장림,부산,35.07473963,128.9765757,1호선
신평,부산,35.09522174,128.9606008,1호선
양정,부산,35.17279452,129.071094,1호선
연산,부산,35.18602365,129.0815942,1호선
온천장,부산,35.22025638,129.0864216,1호선
자갈치,부산,35.09719108,129.0260654,1호선
장림,부산,35.08195467,128.9773418,1호선
장전,부산,35.23806964,129.08813,1호선
좌천,부산,35.31129934,129.2438542,1호선
중앙,부산,35.10372329,129.0363595,1호선
초량,부산,35.12052329,129.0426566,1호선
토성,부산,35.10077466,129.0197722,1호선
하단,부산,35.10622415,128.9667862,1호선
가야,부산,35.15592834,129.0433001,2호선
감전,부산,35.15533177,128.9914717,2호선
개금,부산,35.1532278,129.0205635,2호선
경성대.부경대,부산,35.13759348,129.1005015,2호선
광안,부산,35.15784793,129.1131364,2호선
구남,부산,35.19667598,128.994852,2호선
구명,부산,35.20279855,128.9995471,2호선
금곡,부산,35.26723367,129.0167984,2호선
금련산,부산,35.14973961,129.1109517,2호선
남양산,부산,35.32544055,129.0194091,2호선
남천,부산,35.14200794,129.1078338,2호선
냉정,부산,35.15124178,129.0121096,2호선
대연,부산,35.1351255,129.092101,2호선
덕천,부산,35.21041971,129.0051583,2호선
덕포,부산,35.17331916,128.9837887,2호선
동백,부산,35.16132594,129.1479899,2호선
동원,부산,35.25863763,129.0124104,2호선
동의대,부산,35.15405393,129.0325879,2호선
모덕,부산,35.18040898,128.9855855,2호선
모라,부산,35.18953422,128.9885519,2호선
못골,부산,35.13471811,129.0843678,2호선
문현,부산,35.13902831,129.0673857,2호선
민락,부산,35.16706335,129.1220883,2호선
벡스코,부산,35.17123993,129.1367054,2호선
부산대양산캠퍼스,부산,35.31680797,129.0139829,2호선
부암,부산,35.15736239,129.0501612,2호선
사상,부산,35.16256857,128.9887072,2호선
서면,부산,35.15792855,129.0592831,2호선
센텀시티,부산,35.16894824,129.1317508,2호선
수영,부산,35.16567676,129.1148095,2호선
수정,부산,35.22316896,129.009096,2호선
양산,부산,35.33873215,129.0264263,2호선
율리,부산,35.24624837,129.0128511,2호선
장산,부산,35.16994518,129.1770135,2호선
전포,부산,35.15308476,129.0653713,2호선
주례,부산,35.15047566,129.0028741,2호선
중동,부산,35.16666894,129.1687615,2호선
증산,부산,35.30825469,129.0102749,2호선
지게골,부산,35.13555596,129.0744064,2호선
해운대,부산,35.16363723,129.1588926,2호선
호포,부산,35.28082925,129.0175092,2호선
화명,부산,35.23451172,129.0076404,2호선
강서구청,부산,35.21117988,128.9819865,3호선
거제,부산,35.18849557,129.0740831,3호선
구포,부산,35.20547021,128.9971093,3호선
남산정,부산,35.21331852,129.0237429,3호선
대저,부산,35.21304187,128.9606194,3호선
덕천,부산,35.21041971,129.0051583,3호선
만덕,부산,35.21300017,129.0362748,3호선
망미,부산,35.17148538,129.1083092,3호선
물만골,부산,35.17679717,129.0857052,3호선
미남,부산,35.20684043,129.068972,3호선
배산,부산,35.17349092,129.0955641,3호선
사직,부산,35.1986145,129.0651843,3호선
수영,부산,35.16567676,129.1148095,3호선
숙등,부산,35.21207064,129.0131927,3호선
연산,부산,35.18602365,129.0815942,3호선
종합운동장,부산,35.19154731,129.0674205,3호선
체육공원,부산,35.21246655,128.969412,3호선
고촌,부산,35.23600666,129.1604578,4호선
금사,부산,35.21577511,129.1151203,4호선
낙민,부산,35.20021201,129.0907612,4호선
동래,부산,35.20561432,129.078471,4호선
동부산대학,부산,35.23237755,129.1537499,4호선
명장,부산,35.20540842,129.1018738,4호선
미남,부산,35.20684043,129.068972,4호선
반여농산물시장,부산,35.21774666,129.1239782,4호선
서동,부산,35.21316823,129.1075202,4호선
석대,부산,35.21812998,129.1370117,4호선
수안,부산,35.20173717,129.0838397,4호선
안평,부산,35.333944,126.7802582,4호선
영산대,부산,35.22559271,129.1461028,4호선
충렬사,부산,35.20003683,129.0977611,4호선
국제금융센터.부산은행,부산,35.14590643,129.0667259,2호선
각산,대구,35.86798721,128.7242405,1호선
교대,대구,35.85063736,128.5905762,1호선
대곡,대구,35.80955835,128.5127572,1호선
대구,대구,35.87593813,128.5962637,1호선
대명,대구,35.83931822,128.5659359,1호선
동대구역,대구,35.87755008,128.6278968,1호선
동촌,대구,35.88605791,128.6502625,1호선
명덕,대구,35.85782162,128.5910961,1호선
반야월,대구,35.8659589,128.7135908,1호선
반월당,대구,35.86449649,128.5933329,1호선
방촌,대구,35.87963695,128.6701708,1호선
상인,대구,35.81891945,128.5377634,1호선
설화명곡,대구,35.79871233,128.4893441,1호선
성당못,대구,35.83717922,128.5571731,1호선
송현,대구,35.83103182,128.5517191,1호선
신기,대구,37.34592726,129.0849767,1호선
신천,대구,35.87467603,128.6178511,1호선
아양교,대구,35.88719084,128.639921,1호선
안심,대구,35.87120227,128.7337651,1호선
안지랑,대구,35.83921644,128.5737252,1호선
영대병원,대구,35.8441464,128.5880559,1호선
용계,대구,35.87610149,128.6820102,1호선
월배,대구,35.81616596,128.5303859,1호선
월촌,대구,35.82368686,128.5454682,1호선
율하,대구,35.86978751,128.6927044,1호선
중앙로,대구,35.87085011,128.5939694,1호선
진천,대구,35.81387994,128.5230621,1호선
칠성시장,대구,35.87609037,128.6051246,1호선
큰고개,대구,35.88403763,128.6319274,1호선
해안,대구,35.88353221,128.6596002,1호선
현충로,대구,35.84093518,128.5814621,1호선
화원,대구,35.80446456,128.5007131,1호선
감삼,대구,35.85430996,128.5481213,2호선
강창,대구,35.85307809,128.4785162,2호선
경대병원,대구,35.86314374,128.6028929,2호선
계명대,대구,35.85150761,128.4918363,2호선
고산,대구,35.84292626,128.6932401,2호선
내당,대구,35.86011562,128.5646401,2호선
다사,대구,35.86482299,128.458386,2호선
담티,대구,35.85477351,128.653975,2호선
대공원,대구,35.84269794,128.6799764,2호선
대구은행,대구,35.85974933,128.6141159,2호선
대실,대구,35.85760226,128.4652499,2호선
두류,대구,35.85720409,128.5556828,2호선
만촌,대구,35.85884731,128.6447389,2호선
문양,대구,35.86414371,128.4369847,2호선
반고개,대구,35.86224495,128.5727191,2호선
반월당,대구,35.86449649,128.5933329,2호선
범어,대구,35.85901968,128.6267872,2호선
사월,대구,35.83702642,128.7152922,2호선
성서산업단지,대구,35.85171507,128.5069827,2호선
수성구청,대구,35.85879135,128.6356384,2호선
신남,대구,35.86419088,128.5823669,2호선
신매,대구,35.84079369,128.7051252,2호선
연호,대구,35.84658057,128.6716687,2호선
영남대,대구,35.83619751,128.7527455,2호선
용산역 대구2호,대구,35.84906031,128.5288041,2호선
이곡,대구,35.85059492,128.5157944,2호선
임당,대구,35.83411783,128.7408368,2호선
정평,대구,35.8340413,128.7286623,2호선
죽전,대구,35.850717,128.5387979,2호선
건들바위,대구,35.85538264,128.5996815,3호선
공단,대구,35.89197939,128.5535944,3호선
구암,대구,35.92574234,128.5503326,3호선
남산,대구,35.85669699,128.5834577,3호선
달성공원,대구,35.87567517,128.582086,3호선
대봉교,대구,35.85498714,128.6063594,3호선
동천,대구,35.93769938,128.5566828,3호선
만평,대구,35.88982823,128.5610385,3호선
매천,대구,35.91267488,128.5434089,3호선
매천시장,대구,35.90435451,128.5457284,3호선
명덕,대구,35.85782162,128.5910961,3호선
범물,대구,35.82082848,128.6401036,3호선
북구청,대구,35.88374007,128.5814269,3호선
서문시장,대구,35.8696536,128.5822319,3호선
수성구민운동장,대구,35.85240979,128.6251246,3호선
수성못,대구,35.83134891,128.6232121,3호선
수성시장,대구,35.85431688,128.6160204,3호선
신남,대구,35.86419088,128.5823669,3호선
어린이회관,대구,35.84515548,128.6244674,3호선
용지,대구,35.81825339,128.6465342,3호선
원대,대구,35.88783407,128.5743546,3호선
지산,대구,35.82513898,128.6319377,3호선
칠곡경대병원,대구,35.95838399,128.5598818,3호선
칠곡운암,대구,35.93145546,128.5545216,3호선
태전,대구,35.91963411,128.5474216,3호선
팔거,대구,35.94403995,128.5583365,3호선
팔달,대구,35.89783532,128.5467313,3호선
팔달시장,대구,35.88883818,128.5678629,3호선
학정,대구,35.95154431,128.5591932,3호선
황금,대구,35.83907142,128.6239007,3호선
녹동,광주,35.10678707,126.933991,1호선
소태,광주,35.12333528,126.9323979,1호선
학동증심사입구,광주,35.1327252,126.9283963,1호선
남광주,광주,35.13928379,126.9229699,1호선
문화전당,광주,35.14658282,126.9198903,1호선
금남로4가,광주,35.15070738,126.9145088,1호선
금남로5가,광주,35.15418285,126.909303,1호선
양동시장,광주,35.15432078,126.9012692,1호선
돌고개,광주,35.15164743,126.8949291,1호선
농성,광주,35.15327765,126.8837108,1호선
화정,광주,35.15195464,126.8766011,1호선
쌍촌,광주,35.15158669,126.869534,1호선
운천,광주,37.87996802,126.769754,1호선
상무,광주,35.14665886,126.8485378,1호선
김대중컨벤션센터,광주,35.1432428,126.841565,1호선
공항,광주,35.14406527,126.8116275,1호선
송정공원,광주,35.14354082,126.7993603,1호선
광주송정역,광주,35.13748846,126.7915187,1호선
도산,광주,35.13176769,126.7879784,1호선
평동,광주,35.12472149,126.7695654,1호선
판암,대전,36.31695386,127.4584095,1호선
신흥,대전,36.31963986,127.4487815,1호선
대동,대전,36.32957502,127.4428243,1호선
대전,대전,36.3322925,127.4341077,1호선
중앙로,대전,36.3286455,127.4258236,1호선
중구청,대전,36.32479265,127.4195438,1호선
서대전네거리,대전,36.32241982,127.4125597,1호선
오룡,대전,36.32868214,127.404908,1호선
용문,대전,36.33777053,127.3927472,1호선
탄방,대전,36.34554726,127.3845652,1호선
시청,대전,36.35150604,127.3867335,1호선
정부청사,대전,37.42649391,126.9898545,1호선
갈마,대전,36.35757019,127.3727922,1호선
월평,대전,36.35824433,127.3645953,1호선
갑천,대전,36.35474155,127.3546858,1호선
유성온천,대전,36.35371679,127.3414235,1호선
구암,대전,36.35668473,127.3307186,1호선
현충원,대전,36.35907018,127.3217931,1호선
월드컵경기장,대전,36.3668489,127.317836,1호선
노은,대전,36.37413031,127.3178656,1호선
지족,대전,36.38409294,127.3194888,1호선
반석,대전,36.39225275,127.3145063,1호선
